Transaction Hash,Date,From,To,Value,DOT_USD,Symbol,Acquainted?
0x8b845e9b1d6f877a80444ae0fbe235badc189bf2f8cb11f59ecbeb43e799d5f3,2023-11-10 19:57:47,Ecosystem,Ecosystem Small Grants,-0.7,-1454.964,ETH,1
0x8b845e9b1d6f877a80444ae0fbe235badc189bf2f8cb11f59ecbeb43e799d5f3,2023-11-10 19:57:47,Ecosystem,Ecosystem Small Grants,-2.0,-4157.04,ETH,1
0x8b845e9b1d6f877a80444ae0fbe235badc189bf2f8cb11f59ecbeb43e799d5f3,2023-11-10 19:57:47,Ecosystem,Ecosystem Small Grants,-0.7,-1454.964,ETH,1
0x7eadcd845362e160fa4a6f1918132c1b2c918fdb25e81cc3358ca11ef8daa1fe,2023-11-20 00:00:00,DAO Wallet,Ecosystem,409000.0,409000.0,USDC,1
0x333b3e82d7a218b8830f4b1f186008cf71dbe13baeba2e91f46076e0c6d5b402,2023-12-11 00:00:00,Ecosystem,Grants,-10000.0,-10000.0,USDC,1
0x333b3e82d7a218b8830f4b1f186008cf71dbe13baeba2e91f46076e0c6d5b402,2023-12-11 00:00:00,Ecosystem,Grants,-10000.0,-10000.0,USDC,1
0x333b3e82d7a218b8830f4b1f186008cf71dbe13baeba2e91f46076e0c6d5b402,2023-12-11 00:00:00,Ecosystem,Grants,-10000.0,-10000.0,USDC,1
0x333b3e82d7a218b8830f4b1f186008cf71dbe13baeba2e91f46076e0c6d5b402,2023-12-11 00:00:00,Ecosystem,Grants,-10000.0,-10000.0,USDC,1
0x333b3e82d7a218b8830f4b1f186008cf71dbe13baeba2e91f46076e0c6d5b402,2023-12-11 00:00:00,Ecosystem,Grants,-10000.0,-10000.0,USDC,1
0x466e38e4a2275a48a22bf1ad8ed478a8376445668d19b7eedef23427987b41c7,2023-12-12 00:42:47,Ecosystem,Ecosystem Small Grants,-5.0,-11011.65,ETH,1
0x466e38e4a2275a48a22bf1ad8ed478a8376445668d19b7eedef23427987b41c7,2023-12-12 00:42:47,Ecosystem,Ecosystem Small Grants,-3.0,-6606.99,ETH,1
0x466e38e4a2275a48a22bf1ad8ed478a8376445668d19b7eedef23427987b41c7,2023-12-12 00:42:47,Ecosystem,Ecosystem Small Grants,-2.0,-4404.66,ETH,1
0x466e38e4a2275a48a22bf1ad8ed478a8376445668d19b7eedef23427987b41c7,2023-12-12 00:42:47,Ecosystem,Ecosystem Small Grants,-2.0,-4404.66,ETH,1
0x466e38e4a2275a48a22bf1ad8ed478a8376445668d19b7eedef23427987b41c7,2023-12-12 00:42:47,Ecosystem,Ecosystem Small Grants,-2.0,-4404.66,ETH,1
0x466e38e4a2275a48a22bf1ad8ed478a8376445668d19b7eedef23427987b41c7,2023-12-12 00:42:47,Ecosystem,Ecosystem Small Grants,-0.7,-1541.6309999999999,ETH,1
0x466e38e4a2275a48a22bf1ad8ed478a8376445668d19b7eedef23427987b41c7,2023-12-12 00:42:47,Ecosystem,Ecosystem Small Grants,-0.7,-1541.6309999999999,ETH,1
0x466e38e4a2275a48a22bf1ad8ed478a8376445668d19b7eedef23427987b41c7,2023-12-12 00:42:47,Ecosystem,Ecosystem Small Grants,-0.7,-1541.6309999999999,ETH,1
0x466e38e4a2275a48a22bf1ad8ed478a8376445668d19b7eedef23427987b41c7,2023-12-12 00:42:47,Ecosystem,Ecosystem Small Grants,-0.7,-1541.6309999999999,ETH,1
0x466e38e4a2275a48a22bf1ad8ed478a8376445668d19b7eedef23427987b41c7,2023-12-12 00:42:47,Ecosystem,Ecosystem Small Grants,-0.7,-1541.6309999999999,ETH,1
0x45618c24e39d3f06dde606cc73b83973f256bd606a07d421c63d9135abccc77b,2023-12-22 00:00:00,Ecosystem,$ENS Distribution,-1000.0,-8560.0,ENS,1
0x45618c24e39d3f06dde606cc73b83973f256bd606a07d421c63d9135abccc77b,2023-12-22 00:00:00,Ecosystem,$ENS Distribution,-1000.0,-8560.0,ENS,1
0x45618c24e39d3f06dde606cc73b83973f256bd606a07d421c63d9135abccc77b,2023-12-22 00:00:00,Ecosystem,$ENS Distribution,-1000.0,-8560.0,ENS,1
0x45618c24e39d3f06dde606cc73b83973f256bd606a07d421c63d9135abccc77b,2023-12-22 00:00:00,Ecosystem,$ENS Distribution,-1000.0,-8560.0,ENS,1
0x45618c24e39d3f06dde606cc73b83973f256bd606a07d421c63d9135abccc77b,2023-12-22 00:00:00,Ecosystem,$ENS Distribution,-1000.0,-8560.0,ENS,1
0x45618c24e39d3f06dde606cc73b83973f256bd606a07d421c63d9135abccc77b,2023-12-22 00:00:00,Ecosystem,$ENS Distribution,-1000.0,-8560.0,ENS,1
0x45618c24e39d3f06dde606cc73b83973f256bd606a07d421c63d9135abccc77b,2023-12-22 00:00:00,Ecosystem,$ENS Distribution,-1000.0,-8560.0,ENS,1
0x45618c24e39d3f06dde606cc73b83973f256bd606a07d421c63d9135abccc77b,2023-12-22 00:00:00,Ecosystem,$ENS Distribution,-1000.0,-8560.0,ENS,1
0x45618c24e39d3f06dde606cc73b83973f256bd606a07d421c63d9135abccc77b,2023-12-22 00:00:00,Ecosystem,$ENS Distribution,-1000.0,-8560.0,ENS,1
0x45618c24e39d3f06dde606cc73b83973f256bd606a07d421c63d9135abccc77b,2023-12-22 00:00:00,Ecosystem,$ENS Distribution,-1000.0,-8560.0,ENS,1
0x45618c24e39d3f06dde606cc73b83973f256bd606a07d421c63d9135abccc77b,2023-12-22 00:00:00,Ecosystem,$ENS Distribution,-1000.0,-8560.0,ENS,1
0x896b460c1f3300cf0eca9531c99ecf925a9103933cf5cd66d513ad1a27818618,2023-12-27 15:38:23,Ecosystem,ENS Fairy,-10.0,-23803.4,ETH,1
0x244cd5110592def9acaae8ef17c67ae1434db364a63a3a4d05679a7a03bb9832,2023-12-27 15:38:47,Ecosystem,ENS Fairy,-2.0,-4760.68,ETH,1
0xbb1c37ec1bc11ac4052d58bb63dbff0a6c86638447680d4203b8d13516245e2e,2023-12-28 00:00:00,Gitcoin Grants,Ecosystem,140480.0,140480.0,USDC,1
0x68b44bb533c5a957937d28f5243aa805eeb36181cc1cf6a70506a042625b29cb,2023-12-28 21:16:23,Gitcoin Grants,Ecosystem,3.757,8811.818080000001,ETH,1
0xa6760dbc5e75a22221466fa187a730923cc9fe7261c5b1d219819c1d5a17d69b,2024-01-04 00:00:00,Support,Ecosystem,1250.0,15925.0,ENS,1
0xa6760dbc5e75a22221466fa187a730923cc9fe7261c5b1d219819c1d5a17d69b,2024-01-04 00:00:00,Support,Ecosystem,66421.674104,66421.674104,USDC,1
0xa6760dbc5e75a22221466fa187a730923cc9fe7261c5b1d219819c1d5a17d69b,2024-01-04 14:24:47,Support,Ecosystem,19.00000782,43119.9477472554,ETH,1
0x67783ea5327478dcce214596787e05f4071f758acd2a0db95c624739b0b98b07,2024-01-24 00:00:00,Builders,Ecosystem,157000.032849,157000.032849,USDC,1
0x8d6130a94b7cd6e1172fec54ed40e764e2769cdd48044074d077b6fe731357ce,2024-01-24 00:00:00,Builders,Ecosystem,2000.0,33240.0,ENS,1
0xc3e4eff211a11fc70872b3191ae8e26a2fdcb5ba7ca658496dc5cf3666417dd3,2024-01-24 17:37:11,Builders,Ecosystem,38.0,84896.94,ETH,1
0x60c4fa94118fe11e3804e1d1ad7c07cc93748c65fc78de74997b7c4ce4b792ec,2024-01-26 00:00:00,Ecosystem,Hackathons,-200000.0,-200000.0,USDC,1
0x1aa8ea15b8e8d86f3cdbd10c6c6f09e7b75422aa2d2789793c06b3a57cc33be1,2024-01-31 00:00:00,Ecosystem,Support,-500.0,-500.0,USDC,1
0x1aa8ea15b8e8d86f3cdbd10c6c6f09e7b75422aa2d2789793c06b3a57cc33be1,2024-01-31 00:00:00,Ecosystem,Support,-1500.0,-1500.0,USDC,1
0xe6fa747e8fc757c0258079af3213900ab5e846d4e8fc2644239d3f690613dc84,2024-03-01 00:00:00,Ecosystem,IRL,-50000.0,-50000.0,USDC,1
0xbff80813307ed2bda10a8ec2206cd7318c445fd1fbce7512aca02a01aaa3c4e1,2024-03-01 00:00:00,Ecosystem,Newsletter,-9000.0,-9000.0,USDC,1
0x88109a52f87c8f09b230404c4fd645b77db63a8ec3c89e0da0099953a62fc3b6,2024-03-02 00:00:00,Ecosystem,Support,-1500.0,-1500.0,USDC,1
0xec6fd254700621353c0d84724d02a8219df6d0b5ae85589fb252b411c9b7c3eb,2024-03-02 00:00:00,Ecosystem,Support,-560.0,-560.0,USDC,1
0x6cfb70f462e10879c1bd1d957c096e905edd0631a2cfb6ae0b2ddf6bd8763131,2024-03-31 00:00:00,Ecosystem,Grants,-25000.0,-25000.0,USDC,1
0x6cfb70f462e10879c1bd1d957c096e905edd0631a2cfb6ae0b2ddf6bd8763131,2024-03-31 00:00:00,Ecosystem,Grants,-25000.0,-25000.0,USDC,1
0x6cfb70f462e10879c1bd1d957c096e905edd0631a2cfb6ae0b2ddf6bd8763131,2024-03-31 00:00:00,Ecosystem,Grants,-25000.0,-25000.0,USDC,1
0x6cfb70f462e10879c1bd1d957c096e905edd0631a2cfb6ae0b2ddf6bd8763131,2024-03-31 00:00:00,Ecosystem,Grants,-10000.0,-10000.0,USDC,1
0x6cfb70f462e10879c1bd1d957c096e905edd0631a2cfb6ae0b2ddf6bd8763131,2024-03-31 00:00:00,Ecosystem,Grants,-25000.0,-25000.0,USDC,1
0x6cfb70f462e10879c1bd1d957c096e905edd0631a2cfb6ae0b2ddf6bd8763131,2024-03-31 00:00:00,Ecosystem,Grants,-10000.0,-10000.0,USDC,1
0x79170c91ec172e20ae5942549c28eec7eb503ca8c16d30edf92d1b23e4a04599,2024-04-02 00:00:00,Ecosystem,Support,-560.0,-560.0,USDC,1
0x79170c91ec172e20ae5942549c28eec7eb503ca8c16d30edf92d1b23e4a04599,2024-04-02 00:00:00,Ecosystem,Support,-1500.0,-1500.0,USDC,1
0x6c2e9b910decc2f00d4639c57f38929fec34a47ec400fdbc8fd7e60e7b2e1081,2024-04-14 00:00:00,Ecosystem,Grants,-25000.0,-25000.0,USDC,1
0xf1d16a0b4425b2b5a539e8840ca647e579e51f3b50a711677d5939e9e55082aa,2024-04-18 00:00:00,Ecosystem,Grants,-9900.0,-9900.0,USDC,1
0xd57a8a13c74df22cbd3cb072d172557fc69166a3d25913e5fb9877902b2696de,2024-04-18 00:00:00,Ecosystem,Grants,-100.0,-100.0,USDC,1
